age,no_of_children,net_yearly_income,no_of_days_employed,total_family_members,migrant_worker,yearly_debt_payments,credit_limit,credit_limit_used(%),credit_score,prev_defaults,default_in_last_6months,gender_F,gender_M,gender_XNA,owns_car_Y,owns_house_Y,occupation_type_Accountants,occupation_type_Cleaning staff,occupation_type_Cooking staff,occupation_type_Core staff,occupation_type_Drivers,occupation_type_HR staff,occupation_type_High skill tech staff,occupation_type_IT staff,occupation_type_Laborers,occupation_type_Low-skill Laborers,occupation_type_Managers,occupation_type_Medicine staff,occupation_type_Private service staff,occupation_type_Realty agents,occupation_type_Sales staff,occupation_type_Secretaries,occupation_type_Security staff,occupation_type_Unknown,occupation_type_Waiters/barmen staff,default.payment.next.month
0.0,0.1111111111111111,0.0008177531699035,0.0026557152635181,0.2222222222222222,0.0,0.0237640221926546,0.0008844698605005,0.6363636363636364,0.443207126948775,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.625,0.1111111111111111,0.0011960905752691,0.0061738535249828,0.2222222222222222,1.0,0.0724924947538996,0.0019621909036025,0.1919191919191919,0.3452115812917594,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.65625,0.1111111111111111,0.0003500229888129,0.0024284736481861,0.2222222222222222,0.0,0.0259200917258587,0.0004308955236374,0.8484848484848485,0.4253897550111358,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0625,0.0,0.0011880833611019,0.0041368925393566,0.1111111111111111,0.0,0.072219015986448,0.001770753640529,0.8585858585858586,0.5879732739420935,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0010140201240193,0.0036084873374401,0.0,0.0,0.0648031445393897,0.0007431206792678,0.0404040404040404,0.6280623608017817,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4375,0.0,0.0015907842647942,0.0031978097193702,0.1111111111111111,0.0,0.1163542911295019,0.0008882705455899,0.696969696969697,0.4142538975501114,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.1111111111111111,0.0019377596135455,0.0013990417522245,0.2222222222222222,0.0,0.0960582202908909,0.0012734701400372,0.7070707070707071,0.6993318485523385,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15625,0.1111111111111111,0.0014060407866421,0.0101081451060917,0.2222222222222222,0.0,0.1463885935050204,0.0012502143166323,0.696969696969697,0.3340757238307349,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4375,0.1111111111111111,0.0019116451255615,0.0004955509924709,0.2222222222222222,1.0,0.1032564932258308,0.0023804047330275,0.9696969696969696,0.8017817371937639,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5625,0.0,0.0011906861125083,0.00180424366872,0.1111111111111111,0.0,0.0317532109436063,0.0009279303571588,0.5959595959595959,0.4498886414253897,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5625,0.1111111111111111,0.0024225895494872,0.0060807665982203,0.2222222222222222,1.0,0.138164008027731,0.0013498661592601,0.5555555555555556,0.487750556792873,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21875,0.0,0.0004937451891004,0.0045722108145106,0.1111111111111111,0.0,0.0339423606059972,0.0009098669828168,0.9595959595959596,0.4008908685968819,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.34375,0.0,0.0017729562566746,0.0054483230663928,0.1111111111111111,0.0,0.1557867564040352,0.0019863719994553,0.9696969696969696,0.4543429844097995,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.15625,0.0,0.0003688474421853,0.9999917864476386,0.1111111111111111,0.0,0.0561956212772004,0.0006380315759085,0.9393939393939394,0.3429844097995546,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.84375,0.0,0.0003209021449565,0.0016673511293634,0.1111111111111111,0.0,0.0513811122711659,0.000488165711579,0.5050505050505051,0.3630289532293986,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96875,0.1111111111111111,0.0002806931921371,0.0041806981519507,0.2222222222222222,0.0,0.0242853257498211,0.0002525903825443,0.9797979797979798,0.3853006681514476,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5625,0.0,0.0009906212972123,0.0391540041067761,0.1111111111111111,0.0,0.1082971316121785,0.000718139929553,0.4545454545454545,0.5077951002227171,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.71875,0.0,0.0007731051364141,0.0371964407939767,0.1111111111111111,0.0,0.0783605352954084,0.0007417385535489,0.7171717171717171,0.4721603563474387,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0002662852943262,0.0016043805612594,0.0,0.0,0.0588012798388979,0.0004211573523995,0.9393939393939394,0.7906458797327395,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4375,0.0,0.0020789330658411,0.0242436687200547,0.0,0.0,0.2097963887361975,0.001978713763574,0.8282828282828283,0.4253897550111358,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0010181391634014,0.0048569472963723,0.0,0.0,0.0801478749285117,0.0013018265278107,0.9696969696969696,0.5679287305122495,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.375,0.0,0.0012956892857589,0.0043477070499657,0.0,1.0,0.0720154412396714,0.0010613523952051,0.5454545454545454,0.4899777282850779,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46875,0.0,0.0014096939755171,0.9999726214921288,0.1111111111111111,0.0,0.1253379704432421,0.0006939687932301,0.7171717171717171,0.532293986636971,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.65625,0.0,0.0017999269119493,0.0009445585215605,0.1111111111111111,1.0,0.1048701775239916,0.0014747217165605,0.3737373737373737,0.4342984409799554,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.375,0.0,0.0008328436424505,0.0014647501711156,0.1111111111111111,1.0,0.0627790272840179,0.000392978629787,0.0202020202020202,0.6525612472160356,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.96875,0.0,0.0014073697680381,0.0006297056810403,0.0,0.0,0.0761294677698736,0.0017693323192411,0.7676767676767676,0.3942093541202672,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.625,0.2222222222222222,0.0009442244057794,0.01415742642026,0.3333333333333333,1.0,0.0230575251478793,0.0007016787544114,0.3737373737373737,0.4253897550111358,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0010312725806306,0.0126652977412731,0.1111111111111111,0.0,0.0618999796210447,0.0018855115196925,0.5757575757575758,0.7126948775055679,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.875,0.0,0.0016567961911646,0.0370951403148528,0.0,0.0,0.0648257605460786,0.001083087302024,0.898989898989899,0.3363028953229399,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5,0.0,0.0007845412831721,0.0007720739219712,0.1111111111111111,1.0,0.0470678378014369,0.0003830573317105,0.5858585858585859,0.5077951002227171,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.625,0.0,0.0006290282900192,0.0027843942505133,0.1111111111111111,0.0,0.2383228448150073,0.0006159429451435,0.7777777777777778,0.4565701559020044,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03125,0.0,0.0011403641676427,0.0082655715263518,0.0,0.0,0.1891499692566536,0.0018282763507428,0.9292929292929292,0.4721603563474387,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.375,0.0,0.0009868259230315,0.0091991786447638,0.1111111111111111,0.0,0.059669188274696,0.0011149854271115,0.7878787878787878,0.4342984409799554,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34375,0.0,0.0008533327510742,0.99998083504449,0.1111111111111111,0.0,0.0258151436351177,0.001190219394097,0.7373737373737373,0.3964365256124721,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.78125,0.0,0.0003901672085922,0.0039945242984257,0.0,0.0,0.0229367427837984,0.0007508377085025,0.8686868686868687,0.4075723830734966,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.65625,0.0,0.0009700303637295,0.0155263518138261,0.1111111111111111,0.0,0.08615695097442,0.000746433347396,0.8484848484848485,0.4097995545657015,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.71875,0.0,0.0018324571476873,0.0004298425735797,0.0,1.0,0.0566118233107446,0.0016230615239015,0.6565656565656566,0.5478841870824054,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.90625,0.0,0.0006761309208108,0.0032279260780287,0.1111111111111111,0.0,0.0973259748150972,0.0003518640843141,0.9696969696969696,0.4721603563474387,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.2222222222222222,0.000988228377494,0.0023764544832306,0.3333333333333333,0.0,0.1197315329641799,0.0008193695544694,0.4444444444444444,0.4565701559020044,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.9375,0.0,0.0021330692150254,0.0081423682409308,0.1111111111111111,0.0,0.1036542526270547,0.0012056871864578,0.7474747474747475,0.3942093541202672,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8125,0.1111111111111111,0.0009100932530307,0.0018124572210814,0.2222222222222222,0.0,0.1808319124681369,0.0007970341843849,0.6363636363636364,0.487750556792873,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46875,0.0,0.0007179425670691,0.0007446954140999,0.0,0.0,0.1074858705961195,0.0006817825053074,0.9797979797979798,0.7438752783964365,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.40625,0.0,0.0002241523277518,0.0013552361396303,0.1111111111111111,0.0,0.0316594634531929,0.0001037535625378,0.898989898989899,0.5746102449888641,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.90625,0.0,0.0012645485720868,0.0102121834360027,0.1111111111111111,1.0,0.0738602875166486,0.0007732003869752,0.3939393939393939,0.3452115812917594,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34375,0.1111111111111111,0.0008009590317441,0.0028446269678302,0.2222222222222222,0.0,0.1051690034034174,0.001248721993535,0.7878787878787878,0.3897550111358575,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.34375,0.1111111111111111,0.0007046813180732,0.0014428473648186,0.2222222222222222,0.0,0.0373992341060182,0.000890361725577,0.9494949494949496,0.354120267260579,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0016457438239351,0.0006050650239561,0.1111111111111111,0.0,0.0932153238082814,0.0018231989181855,0.9393939393939394,0.6547884187082406,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.53125,0.1111111111111111,0.0012749935430177,0.0129117043121149,0.2222222222222222,0.0,0.0863610167064165,0.0018263278169248,0.8181818181818182,0.3407572383073496,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9375,0.2222222222222222,0.0017244641038171,0.0051772758384668,0.3333333333333333,0.0,0.1451592892608429,0.0015992691709869,0.696969696969697,0.4632516703786191,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0003966508158999,0.000498288843258,0.1111111111111111,0.0,0.0278658047789371,0.0005752598722044,0.7676767676767676,0.5011135857461024,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.000207598078444,0.0024613278576317,0.0,0.0,0.0368074127966521,0.0001767993244393,0.6363636363636364,0.3630289532293986,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.59375,0.1111111111111111,0.0007107380852352,0.0006570841889117,0.2222222222222222,1.0,0.0274753180962821,0.0008972537202124,0.5757575757575758,0.4008908685968819,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.34375,0.0,0.0003158516177319,0.0099849418206707,0.1111111111111111,0.0,0.0555814601403315,0.0003618554203745,0.7272727272727273,0.5567928730512249,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4375,0.0,0.0018371708641427,0.0031266255989048,0.1111111111111111,1.0,0.1164046171145357,0.0012257174073017,0.9292929292929292,0.4097995545657015,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.28125,0.0,0.001207921089067,0.0051663244353182,0.0,1.0,0.1141915626092538,0.0005498132735142,0.3535353535353535,0.6659242761692651,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21875,0.0,0.0007459340289917,0.0019520876112251,0.1111111111111111,0.0,0.0698252482336883,0.0005605509317608,0.6161616161616161,0.3518930957683742,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.59375,0.0,0.0018602163238705,0.0013196440793976,0.1111111111111111,0.0,0.0786160624157595,0.0009607180931518,0.8787878787878788,0.3652561247216035,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46875,0.0,0.0010465195920225,0.9999698836413417,0.1111111111111111,0.0,0.0989321102155029,0.0004478717028532,0.7575757575757576,0.4209354120267261,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.09375,0.0,0.0005224140385891,0.0004626967830253,0.0,0.0,0.052169511787926,0.0005945681877739,0.5454545454545454,0.4565701559020044,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.53125,0.0,0.0009208398614543,1.0,0.0,0.0,0.1134650579167699,0.0006974510946404,0.6363636363636364,0.4922048997772829,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0625,0.1111111111111111,0.0010145563210794,0.0028090349075975,0.2222222222222222,1.0,0.0800846605814572,0.0011489162601078,0.7676767676767676,0.5523385300668151,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28125,0.0,0.0004309492371192,0.0078822724161533,0.0,1.0,0.0627481872748967,0.0004175767407916,0.7272727272727273,0.3452115812917594,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.65625,0.0,0.0002468055521534,0.9999780971937028,0.1111111111111111,0.0,0.0530488970032379,0.0001083057102159,0.8787878787878788,0.4231625835189309,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.40625,0.0,0.0021979350610379,0.0018562628336755,0.1111111111111111,0.0,0.0438028781492213,0.0021662176549189,0.6464646464646465,0.3363028953229399,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.90625,0.0,0.0007059781105919,0.0021492128678986,0.0,0.0,0.0603976875946354,0.000393152118371,0.4646464646464646,0.5835189309576837,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3125,0.2222222222222222,0.0049599770704685,0.0114606433949349,0.3333333333333333,0.0,0.2198420383938781,0.0036887492911927,0.3535353535353535,0.512249443207127,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.78125,0.0,0.0001392262739181,0.9999945242984256,0.1111111111111111,0.0,0.0190686998487366,0.0001839901049693,0.9595959595959596,0.3674832962138085,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.1111111111111111,0.0007299785070133,0.0125147159479808,0.2222222222222222,1.0,0.0428762969796522,0.0006334437666882,0.7272727272727273,0.3496659242761692,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3125,0.0,0.0003600313847721,0.0038329911019849,0.0,0.0,0.0708773068135031,0.00035648402105,0.9494949494949496,0.9844097995545658,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1875,0.0,0.0018554918067322,0.0080520191649555,0.1111111111111111,0.0,0.0906562167827401,0.002939924050264,0.9090909090909092,0.5077951002227171,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5625,0.0,0.0010492862722146,0.9999972621492128,0.1111111111111111,0.0,0.0298233935370203,0.0005346828200666,0.6767676767676768,0.4053452115812918,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.59375,0.0,0.0015336136211161,0.0077043121149897,0.1111111111111111,0.0,0.0983715892139016,0.0025745243223741,0.7676767676767676,0.8775055679287305,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4375,0.0,0.0004631063518974,0.001015742642026,0.1111111111111111,0.0,0.0359788138650175,0.0003273491835748,0.9191919191919192,0.354120267260579,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.84375,0.0,0.0014771396925419,0.0044298425735797,0.1111111111111111,0.0,0.1511732751589495,0.0011037147733819,0.6161616161616161,0.4922048997772829,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
