age,no_of_children,net_yearly_income,no_of_days_employed,total_family_members,migrant_worker,yearly_debt_payments,credit_limit,credit_limit_used(%),credit_score,prev_defaults,default_in_last_6months,gender_F,gender_M,gender_XNA,owns_car_N,owns_car_Y,owns_house_N,owns_house_Y,occupation_type_Accountants,occupation_type_Cleaning staff,occupation_type_Cooking staff,occupation_type_Core staff,occupation_type_Drivers,occupation_type_HR staff,occupation_type_High skill tech staff,occupation_type_IT staff,occupation_type_Laborers,occupation_type_Low-skill Laborers,occupation_type_Managers,occupation_type_Medicine staff,occupation_type_Private service staff,occupation_type_Realty agents,occupation_type_Sales staff,occupation_type_Secretaries,occupation_type_Security staff,occupation_type_Unknown,occupation_type_Waiters/barmen staff,credit_card_default
30,0.0,150890.88,365252.0,1.0,0.0,44845.19,39128.54,71,817.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,2.0,124883.27,3179.0,4.0,0.0,33051.71,25466.27,16,652.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0.0,129733.4,113.0,1.0,0.0,29714.66,32596.51,97,763.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3.0,214767.48,1696.0,4.0,0.0,48384.6,28823.96,24,702.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0.0,294148.83,279.0,2.0,1.0,46788.69,69978.55,25,752.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,0.0,133232.74,2470.0,2.0,1.0,17382.49,28526.91,84,523.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32,1.0,176266.1,385.0,2.0,0.0,24943.63,24717.93,35,811.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,0.0,195321.9,365246.0,1.0,0.0,21735.42,52632.9,36,911.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,0.0,648420.24,4481.0,2.0,0.0,58676.49,149284.02,6,863.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,0.0,190922.91,2408.0,2.0,0.0,37099.72,28701.89,49,742.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35,0.0,232745.21,1969.0,2.0,0.0,54452.17,41594.12,26,750.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42,0.0,221680.48,3313.0,2.0,0.0,22420.63,56688.9,30,666.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,0.0,295995.6,962.0,2.0,0.0,46007.77,79485.52,31,907.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
47,1.0,86743.44,880.0,2.0,0.0,15780.4,21969.57,90,791.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1.0,48515.04,142.0,3.0,1.0,16916.94,8825.7,23,891.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,0.0,244696.66,138.0,2.0,0.0,82308.59,55657.01,69,840.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34,0.0,61803.96,2522.0,2.0,0.0,19968.26,13155.44,14,914.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,2.0,145971.52,2553.0,4.0,1.0,32061.24,34573.76,98,871.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54,2.0,150830.68,3912.0,4.0,0.0,39502.98,33615.32,53,888.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1.0,141032.49,2097.0,3.0,0.0,65099.13,34748.65,68,801.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45,0.0,102735.58,365252.0,2.0,0.0,24692.87,23906.52,7,678.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,0.0,342420.64,4124.0,2.0,0.0,21281.33,104712.15,11,659.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,0.0,291583.51,2990.0,2.0,0.0,29233.28,36415.87,82,763.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49,0.0,95691.14,2224.0,2.0,0.0,25879.88,12281.46,90,693.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40,0.0,286168.05,792.0,2.0,0.0,52776.8,94043.0,56,834.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55,0.0,294039.1,1034.0,1.0,0.0,27129.52,106194.12,75,708.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,0.0,267029.83,7423.0,2.0,0.0,33490.52,55457.94,63,682.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1.0,165915.13,119.0,3.0,0.0,34799.37,20988.61,58,670.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0.0,135132.87,365246.0,2.0,0.0,30008.9,16625.92,56,886.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,0.0,142625.73,3190.0,2.0,0.0,17341.64,25064.71,54,820.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40,0.0,163304.34,1734.0,2.0,0.0,47502.3,24887.13,92,817.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,0.0,149060.1,2476.0,1.0,1.0,45821.94,48614.18,26,941.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,0.0,190032.17,2158.0,2.0,0.0,39814.48,28902.64,29,869.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38,0.0,180675.33,365241.0,2.0,0.0,13197.32,50982.07,4,726.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,0.0,196160.85,646.0,1.0,1.0,38446.32,76604.83,85,891.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44,2.0,70503.3,365249.0,4.0,0.0,28848.44,11407.31,42,782.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,1.0,191890.45,3831.0,2.0,0.0,34051.67,25523.72,43,834.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0.0,208732.26,365252.0,2.0,0.0,16258.12,72728.2,14,732.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,0.0,372459.85,1333.0,2.0,0.0,80390.28,60889.19,8,651.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,3.0,200463.87,3043.0,5.0,0.0,42645.27,23660.03,72,792.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55,0.0,681121.1,5650.0,2.0,0.0,60589.66,139188.89,59,811.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,0.0,156066.82,4607.0,2.0,0.0,27243.54,32531.8,78,673.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,0.0,211208.23,122.0,1.0,0.0,48183.24,47621.44,5,699.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40,1.0,231111.87,166.0,2.0,1.0,16074.91,36519.44,19,689.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39,0.0,347566.09,365246.0,2.0,0.0,36321.08,74703.09,82,781.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,1.0,121535.77,163.0,2.0,0.0,24340.3,46941.3,66,790.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0.0,366693.93,1979.0,2.0,0.0,41769.49,47001.48,10,738.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,0.0,174147.03,365246.0,1.0,0.0,10355.32,32089.83,1,863.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39,0.0,147849.36,808.0,2.0,0.0,25007.75,36180.41,77,820.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,0.0,111914.12,7421.0,2.0,0.0,13160.39,17227.9,60,800.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,0.0,258176.88,12657.0,2.0,1.0,20131.11,67991.37,84,653.0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,2.0,102097.54,1437.0,4.0,0.0,8307.1,19806.24,18,834.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1.0,233080.35,270.0,3.0,0.0,29879.65,72283.74,90,676.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
45,1.0,159235.33,892.0,2.0,0.0,27169.29,58439.15,1,738.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,0.0,258534.03,3037.0,2.0,0.0,60751.33,61449.53,85,719.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54,0.0,158284.96,1053.0,1.0,0.0,31726.94,40994.27,1,811.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,1.0,148819.65,3032.0,3.0,0.0,24575.44,47312.15,8,943.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,0.0,382579.47,365240.0,1.0,0.0,23789.43,86481.91,75,666.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,0.0,165077.19,2750.0,2.0,0.0,38754.83,25850.53,71,752.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0.0,286490.11,1504.0,2.0,0.0,47449.22,107155.47,50,758.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,3.0,93514.44,1068.0,5.0,0.0,24446.52,10667.61,93,734.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1.0,66857.52,2553.0,3.0,0.0,18312.73,12935.67,30,775.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,2.0,185292.99,991.0,4.0,0.0,36775.54,34711.78,93,629.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23,0.0,373034.02,6903.0,1.0,0.0,42501.49,76558.41,77,657.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2.0,217294.22,309.0,3.0,0.0,36139.34,57156.5,39,916.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42,1.0,267440.97,523.0,3.0,1.0,49465.78,30759.31,38,903.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.0,115323.94,713.0,1.0,0.0,43151.98,33017.42,79,556.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
45,0.0,160431.04,3731.0,2.0,0.0,33268.22,39210.03,23,895.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41,0.0,375974.73,12822.0,2.0,0.0,75325.95,74954.23,19,672.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33,0.0,146869.03,4145.0,2.0,1.0,49745.95,52880.93,99,768.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,0.0,236504.95,894.0,2.0,0.0,37800.31,47464.92,11,848.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,1.0,141505.93,1678.0,3.0,0.0,23137.83,29235.8,1,719.0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0.0,221487.05,1458.0,2.0,0.0,16112.27,33801.8,24,883.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,1.0,102524.18,1022.0,3.0,0.0,16810.56,15704.33,76,712.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.0,197157.02,383.0,1.0,0.0,13293.16,75379.55,83,782.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,1.0,193146.13,4160.0,2.0,0.0,54979.39,63133.82,40,692.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,0.0,119318.59,271.0,2.0,0.0,10555.76,30654.79,91,653.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
28,1.0,132628.86,789.0,3.0,0.0,19861.87,21420.47,97,790.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,0.0,194332.29,1736.0,2.0,1.0,34413.28,64159.68,9,765.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,0.0,79933.43,1317.0,1.0,0.0,19790.83,9408.84,6,912.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48,0.0,167913.6,276.0,2.0,0.0,20613.53,54330.59,87,937.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49,0.0,200098.21,1126.0,1.0,0.0,41186.61,48175.02,94,674.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,0.0,165768.89,5285.0,1.0,0.0,19617.57,28256.78,4,803.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46,1.0,162295.3,1876.0,2.0,0.0,23282.76,32234.35,4,931.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,1.0,240922.76,414.0,3.0,0.0,53827.08,86599.44,39,707.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,0.0,298138.38,365240.0,2.0,0.0,27940.5,69402.36,96,566.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
31,0.0,86082.5,2.0,2.0,1.0,17484.41,22515.96,43,825.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,2.0,203095.94,1008.0,4.0,1.0,27877.92,42625.87,37,652.0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0.0,250515.6,1205.0,1.0,1.0,54705.63,59501.36,57,780.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,0.0,226719.63,365246.0,2.0,0.0,13173.65,53074.15,96,922.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,0.0,207745.88,4272.0,2.0,0.0,42903.58,39827.2,67,898.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,0.0,55304.64,365245.0,2.0,0.0,15511.77,6981.85,28,756.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44,0.0,364559.44,212.0,2.0,1.0,50057.4,113217.88,43,879.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,0.0,264378.71,365240.0,2.0,0.0,33254.37,103143.57,90,754.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44,0.0,112420.19,2056.0,2.0,0.0,25224.0,33267.5,14,819.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,0.0,425936.88,3130.0,2.0,0.0,25864.76,74026.52,97,655.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35,0.0,84748.64,365248.0,2.0,0.0,11298.18,28226.62,78,907.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,2.0,185525.13,1400.0,4.0,0.0,45696.9,24595.8,73,673.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1.0,157723.67,531.0,3.0,0.0,25876.14,27996.26,21,864.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55,1.0,134791.41,4182.0,3.0,0.0,24754.64,17446.21,15,712.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,1.0,306585.49,473.0,3.0,1.0,78107.86,57096.62,47,853.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44,1.0,112436.55,271.0,2.0,0.0,25746.37,24082.66,66,845.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,2.0,94236.49,601.0,4.0,0.0,28108.78,23388.65,68,650.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,0.0,175886.93,8243.0,2.0,0.0,62556.64,60426.3,71,743.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1.0,170395.25,399.0,3.0,0.0,67976.3,27449.17,91,628.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
37,0.0,53130.45,8097.0,2.0,0.0,16191.29,6271.46,92,705.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39,0.0,264973.97,4181.0,2.0,0.0,18959.91,35477.11,92,700.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.0,310279.94,2270.0,2.0,0.0,33665.28,82889.16,46,915.0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1.0,100555.58,1377.0,3.0,0.0,31455.51,24238.07,86,742.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,0.0,253614.47,1798.0,1.0,0.0,24292.37,48604.97,58,688.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,1.0,290000.23,5204.0,3.0,0.0,17958.91,31313.18,70,942.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,0.0,202994.48,172.0,2.0,1.0,25102.97,25415.7,86,673.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24,0.0,339161.0,4981.0,2.0,0.0,32407.76,104991.5,12,870.0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0.0,81098.82,365245.0,1.0,0.0,14605.52,12021.58,67,856.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,0.0,159030.69,922.0,2.0,0.0,10756.18,36430.32,80,796.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40,2.0,57504.53,3722.0,4.0,0.0,20927.9,18365.6,69,672.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40,0.0,390747.43,594.0,1.0,0.0,15805.65,129681.88,47,754.0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0.0,59297.26,365244.0,2.0,0.0,18115.75,12597.14,1,762.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,0.0,340176.51,244.0,2.0,0.0,86537.67,42459.84,45,726.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29,0.0,195434.59,365240.0,2.0,0.0,29771.22,34654.78,30,654.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,0.0,326215.21,5214.0,2.0,1.0,38360.65,127196.44,74,871.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29,0.0,123836.58,365242.0,2.0,0.0,17311.15,20817.45,32,902.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,0.0,88214.24,5160.0,2.0,0.0,42993.7,12870.05,45,847.0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2.0,128587.09,1486.0,3.0,0.0,16137.67,22849.3,56,943.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,0.0,152614.02,513.0,2.0,0.0,14392.56,30546.34,99,867.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,0.0,223214.77,1157.0,1.0,0.0,78012.11,33348.04,90,931.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1.0,248343.56,3262.0,3.0,0.0,74919.72,49003.95,12,805.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30,0.0,85765.53,139.0,2.0,1.0,9612.86,28849.99,97,512.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30,0.0,238323.6,365240.0,2.0,0.0,56011.83,85553.01,40,768.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,0.0,216865.01,2224.0,2.0,0.0,43453.95,52625.74,5,831.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,2.0,239640.46,3392.0,4.0,0.0,26622.27,89799.66,28,909.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33,1.0,248394.28,827.0,3.0,0.0,42465.98,65361.52,96,628.0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,0.0,144259.48,1096.0,1.0,0.0,18987.54,29623.94,60,916.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0.0,745053.06,1484.0,2.0,0.0,64200.34,158717.22,25,720.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0.0,86627.32,2586.0,2.0,0.0,15276.94,17841.44,43,663.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1.0,390213.2,2224.0,2.0,0.0,30614.12,89537.77,42,682.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2.0,121289.22,39.0,4.0,0.0,49950.4,32129.15,96,558.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
41,2.0,98687.53,3375.0,4.0,1.0,12365.26,23387.53,81,686.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
33,0.0,137395.06,365240.0,1.0,0.0,18867.82,27163.99,59,848.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
